S.No,Name of BC,Contact Number,Gender,Bank Name,State,District ,Office Name,Pincode,Corporate BC name,ODOP product,CODE WORD OF PRODUCT LIST,CROP2 NAME,CROP2 SEASON,CROP1 AREA,CROP1 PRODUCTION,CROP1 Pincode,CROP1 NAME,SEASON,CROP AREA,CROP PRODUCTION,CROP3 NAME,SEASON,CROP AREA,CROP PRODUCTION
1598,Sweta Pandey,7244199592,male,South Indian Bank,Telangana,NIRMAL,Chintalchanda B.O,504310,PAYTEL FINANCIAL TECHNOLOGIES PVT LTD,Cotton Bales,Nirmal%Telangana,Rice,Rabi,Rabi,15516,504310,Rice,Summer,4005,14518,Rice,Kharif,2942,10041
1599,Anil Singh,1470232594,female,Bank of Maharashtra,Bihar,MADHEPURA,Bhagwanpur BO,852113,Paythrough,"Bamboo Art,Mango",Madhepura%Bihar,Rice,Winter,Winter,117196,852113,Bajra,Kharif,12,14,Groundnut,Kharif,12,12
1600,Shalini Jaiswal,3835111784,male,Canara Bank,Himachal Pradesh,SHIMLA,Bhalu BO,171217,PAYTHROUGH SOFTWARES,Tourism,Shimla%Himachal Pradesh,Rice,Rabi,Rabi,15516,171217,Rice,Summer,4005,14518,Rice,Kharif,2942,10041
1601,Pratyusha Naskar,7387452360,female,Central Bank of India,Odisha,MALKANGIRI,Kadamguda B.O,764046,PayTM Payment Bank Ltd.,"Millets,Granite Slab,Turmeric,Processed Fish",Malkangiri%Odisha,Rice,Winter,Winter,165000,764046,Rice,Winter,276000,623000,Wheat,Rabi,90522,224042
1602,Chamim Jinnat,7594900412,male,Indian Bank,Punjab,AMRITSAR,Fatehgarh Shukarchack BO,143501,Peoples Forum,"Embroidery,Tourism,Achar-Muraba",Amritsar%Punjab,Wheat,Rabi,Rabi,736000,143501,Sugarcane,Whole Year,4000,301000,Wheat,Rabi,90522,224042
1603,Dimple Chutia,4574048401,male,Indian Overseas Bank,Odisha,KORAPUT,Almonda B.O,764027,Phoenix Mills Limited,Cashew,Koraput%Odisha,Rice,Winter,Winter,191000,764027,Rice,Winter,276000,623000,Wheat,Rabi,90522,224042
1604,Violina Thakuria,5921655547,male,Punjab and Sind Bank,Himachal Pradesh,KINNAUR,Akpa BO,172116,PLADA INFOTECH SERVICES PVT LTD,Oil - Himachali Chulli,Kinnaur%Himachal Pradesh,Rice,Rabi,Rabi,15516,172116,Rice,Summer,4005,14518,Rice,Kharif,2942,10041
1605,Pratyusha Ghosh,4497304703,female,Punjab National Bank,Punjab,HOSHIARPUR,Ajram BO,146111,POONAM KHANDELWAL,"Tractor &  parts,Plywood Inlay Products",Hoshiarpur%Punjab,Wheat,Rabi,Rabi,540000,146111,Masoor,Rabi,1000,500,Wheat,Rabi,90522,224042
1606,Shyam Rathore,8103704163,female,State Bank of India,Punjab,FIROZPUR,Canal Colony Ferozepur SO,152003,PRADAKSHANA FINTECH PVT. LTD.,"Basmati (Rice),Chillies",Ferozepur%Punjab,Rice,Rabi,Rabi,15516,152003,Rice,Summer,4005,14518,Rice,Kharif,2942,10041
1607,Utkarsha Baburao Ghule,7519154792,female,UCO Bank,Maharashtra,Malegaon,Aliyabad B.O,423302,PRASAD PRADEEPRAO PANDHARPURKAR,"Grapes/ Raisins,Paithani Sarees",Nashik%Maharashtra,Rice,Rabi,Rabi,15516,423302,Rice,Summer,4005,14518,Rice,Kharif,2942,10041
1608,Priyanka Suresh Vidhate,8199386753,female,Union Bank of India,Jharkhand,BOKARO,Jarangdih Colliery SO,829113,Progrow Farm and Rural Mission Pvt Ltd,Woodcraft,Bokaro%Jharkhand,Maize,Rabi,Rabi,47347,829113,Moong(Green Gram),Rabi,90246,1527,Rice,Rabi,2942,10041
1609,Dharmendra Soni,9086112383,male,Axis Bank,Maharashtra,JALGAON,Akhatwade B.O,424104,Quick Silver Connecting The Dots Services Private Limited,"Jalgaon Banana,Plastic PVC Pipes",Jalgaon%Maharashtra,Cotton(lint),Kharif,Kharif,768100,424104,Groundnut,Summer,2400,3100,Wheat,Rabi,90522,224042
1610,Diksha Soni,5215143513,female,Bandhan Bank,Maharashtra,DHULE,Bhadane B.O,424303,Quicksun Technologies Pvt Ltd,"De-Oiled Cake,Textile",Dhule%Maharashtra,Cotton(lint),Kharif,Kharif,258200,424303,Rice,Winter,276000,623000,Wheat,Rabi,90522,224042
1611,Shikha Mishra,6859702775,male,CSB Bank,Jharkhand,BOKARO,Amlo BO,829104,RADHE SHYAM SOLUTION,Woodcraft,Bokaro%Jharkhand,Maize,Rabi,Rabi,47347,829104,Moong(Green Gram),Rabi,90246,1527,Rice,Rabi,2942,10041
1612,Bhavsar Niliangiben Ilesh,6633572408,male,City Union Bank,Maharashtra,Jalgaon,Chincholi Pimpri B.O,424208,RADIAN FINSERVE PVT LTD,"Jalgaon Banana,Plastic PVC Pipes",Jalgaon%Maharashtra,Cotton(lint),Kharif,Kharif,768100,424208,Groundnut,Summer,2400,3100,Wheat,Rabi,90522,224042
1613,Shrishti Soni,8224873015,female,DCB Bank,Jharkhand,RAMGARH,Giddi A SO,829108,RAJARAJESHWARA ENTERPRISES,Silver Jewllery,Ramgarh%Jharkhand,Rice,Rabi,Rabi,15516,829108,Rice,Summer,4005,14518,Rice,Kharif,2942,10041
1614,Vishwanath Pratap Singh,9022257065,female,Dhanlaxmi Bank,Maharashtra,Ahmed Nagar,Aklapur B.O,422620,RajCOMP Info Services Limited EMITRA,"Cane Sugar,Dairy Products (Milk based products)",Ahmednagar%Maharashtra,Jowar,Rabi,Rabi,279800,422620,Bajra,Kharif,186000,107700,Sugarcane,Whole Year,122000,11761000
1615,Rajni Mahor,8583420742,female,Federal Bank,Maharashtra,Malegaon,Chinchave B.O,423110,RAJESH KUMAR,"Grapes/ Raisins,Paithani Sarees",Nashik%Maharashtra,Rice,Rabi,Rabi,15516,423110,Rice,Summer,4005,14518,Rice,Kharif,2942,10041
1616,Deepak Kumar Bharti,8920979694,female,HDFC Bank,Bihar,SAMASTIPUR,Balahi BO,848117,Rajinder,"Bamboo Art,Turmeric",Samastipur%Bihar,Wheat,Rabi,Rabi,116642,848117,Other  Rabi pulses,Rabi,20,20,Wheat,Rabi,90522,224042
1617,Radheshyam Miri,1139662218,male,ICICI Bank,Punjab,PATHANKOT,Bhanguri BO,145022,RAJVIR SINGH,Litchi,Pathankot%Punjab,Wheat,Rabi,Rabi,115000,145022,Sugarcane,Whole Year,4000,253000,Wheat,Rabi,90522,224042
1618,Trupalben Hansrajbhai Patel,1762080543,female,IndusInd Bank,Jharkhand,RAMGARH,Bharechnagar BO,829117,RAM INFO LIMITED,Silver Jewllery,Ramgarh%Jharkhand,Rice,Rabi,Rabi,15516,829117,Rice,Summer,4005,14518,Rice,Kharif,2942,10041
1619,Himani Chauhan,9621737120,female,IDFC FIRST Bank,Odisha,NABARANGAPUR,Attigaon B.O,764075,RAPIPAYFINTECHPVTLTD,Maize,Nabarangpur%Odisha,Rice,Rabi,Rabi,15516,764075,Rice,Summer,4005,14518,Rice,Kharif,2942,10041
1620,Shreyansh Jain,1732088179,female,Karur Vysya Bank,Punjab,ROPAR,Bassi Gujran BO,140112,RBL FINSERVE LIMITED,"Kinnow,Honey,Potato,Maize",Rupnagar%Punjab,Rice,Rabi,Rabi,15516,140112,Rice,Summer,4005,14518,Rice,Kharif,2942,10041
1621,Khusboo Singh,8313177378,male,Kotak Mahindra Bank,Delhi,NORTH WEST DELHI,Haiderpur SO,110088,Red Craft Events,Clay products,North-West%Delhi,Maize,Rabi,Rabi,47347,110088,Moong(Green Gram),Rabi,90246,1527,Rice,Rabi,2942,10041
1622,Amit Kanoujia,8416383468,male,IDBI Bank,Punjab,LUDHIANA,Gne College SO,141006,Redmil Business Mall Private Limited,"Readymade Garments,Engineering Goods",Ludhiana%Punjab,Rice,Kharif,Kharif,1119000,141006,Peas & beans (Pulses),Rabi,3000,4500,Sugarcane,Whole Year,3000,258000
1623,Trapti Tripathi,4938066260,male,RBL Bank,Haryana,AMBALA,Benaundi B.O,134202,Relisec Consultancy Services Pvt. Ltd,"Scientific Equipments,Precision Engineering Products",Ambala%Haryana,Maize,Rabi,Rabi,47347,134202,Moong(Green Gram),Rabi,90246,1527,Rice,Rabi,2942,10041
1624,Nitesh Kumar Mishra,9740663713,female,YES Bank,Delhi,NORTH DELHI,Auchandi BO,110039,Ritman Technologies Private limited,Light engineering goods,North%Delhi,Maize,Rabi,Rabi,47347,110039,Moong(Green Gram),Rabi,90246,1527,Rice,Rabi,2942,10041
1625,Ajay Sharma,5207175864,female,Bank of Baroda,Haryana,GURGAON,CRPF Kadarpur SO,122098,RIYA ENTERPRISES,"Textile and Apparels,Enginerring Goods",Gurugram%Haryana,Maize,Rabi,Rabi,47347,122098,Moong(Green Gram),Rabi,90246,1527,Rice,Rabi,2942,10041
1626,Sachin Shende,6136934553,female,South Indian Bank,Telangana,ADILABAD,Bhimpur B.O,504311,RNET ENTERPRISES,Cotton Bales,Adilabad%Telangana,Cotton(lint),Kharif,Kharif,573033,504311,Other  Rabi pulses,Rabi,12,4,Wheat,Rabi,90522,224042
1627,Jatinder Kumar Sharma,7342179439,male,Bank of Maharashtra,Bihar,MADHEPURA,Besarh BO,852112,RNFI SERVICES PVT LTD,"Bamboo Art,Mango",Madhepura%Bihar,Rice,Winter,Winter,117196,852112,Bajra,Kharif,12,14,Groundnut,Kharif,12,12
1628,Himanshu Singh,2203593656,female,Canara Bank,Himachal Pradesh,SHIMLA,Junga SO,171218,Roinet Solutions Pvt Ltd.,Tourism,Shimla%Himachal Pradesh,Rice,Rabi,Rabi,15516,171218,Rice,Summer,4005,14518,Rice,Kharif,2942,10041
1629,Rabari Sachin,6328205000,female,Central Bank of India,Odisha,MALKANGIRI,Bapanpali B.O,764047,Rootreforms Intiative (OPC) Pvt. Ltd.,"Millets,Granite Slab,Turmeric,Processed Fish",Malkangiri%Odisha,Rice,Winter,Winter,165000,764047,Rice,Winter,276000,623000,Wheat,Rabi,90522,224042
1630,Akhilesh Chitranshi,4803899825,male,South Indian Bank,Telangana,ADILABAD,Buggaram B.O,504323,Rupeek Fintech Private Limited,Cotton Bales,Adilabad%Telangana,Cotton(lint),Kharif,Kharif,573033,504323,Other  Rabi pulses,Rabi,12,4,Wheat,Rabi,90522,224042
1631,Km Komal Saini,1326916199,male,Indian Overseas Bank,Odisha,KORAPUT,Chanabeda B.O,764028,Ruptok Fintech Private Limited,Cashew,Koraput%Odisha,Rice,Winter,Winter,191000,764028,Rice,Winter,276000,623000,Wheat,Rabi,90522,224042
1632,Hitesh Sharma,6380669264,female,Punjab and Sind Bank,Himachal Pradesh,LAHUL  SPITI,Gulling BO,172117,S V Creditline Limited,Processing of seabuckthorn (Charma),Lahaul & Spiti%Himachal Pradesh,Rice,Rabi,Rabi,15516,172117,Rice,Summer,4005,14518,Rice,Kharif,2942,10041
1633,Abhijeet Kumar Mangal,8498961910,male,Punjab National Bank,Punjab,HOSHIARPUR,Ahrana Klaln BO,146112,S2 Preya Investment Services Pvt Ltd,"Tractor &  parts,Plywood Inlay Products",Hoshiarpur%Punjab,Wheat,Rabi,Rabi,540000,146112,Masoor,Rabi,1000,500,Wheat,Rabi,90522,224042
1634,Vishal Deep,3461119381,male,State Bank of India,Punjab,FIROZPUR,Bazidpur BO,152004,SAGGRAHA MANAGEMENT SERVICES PVT LTD,"Basmati (Rice),Chillies",Ferozepur%Punjab,Rice,Rabi,Rabi,15516,152004,Rice,Summer,4005,14518,Rice,Kharif,2942,10041
1635,Abhishek Raj,6456411004,male,UCO Bank,Maharashtra,Malegaon,Askheda B.O,423303,Sahaj e- Village Limited.,"Grapes/ Raisins,Paithani Sarees",Nashik%Maharashtra,Rice,Rabi,Rabi,15516,423303,Rice,Summer,4005,14518,Rice,Kharif,2942,10041
1636,Malwinder Singh Saini,2070753371,male,Union Bank of India,Jharkhand,BOKARO,Chalkari BO,829114,SAHAJ RETAIL LIMITED,Woodcraft,Bokaro%Jharkhand,Maize,Rabi,Rabi,47347,829114,Moong(Green Gram),Rabi,90246,1527,Rice,Rabi,2942,10041
1637,Prince Kumar Ojha,3595731717,female,Axis Bank,Maharashtra,JALGAON,Amadade B.O,424105,SAHAJ RURAL DEVELOPMENT FOUNDATION,"Jalgaon Banana,Plastic PVC Pipes",Jalgaon%Maharashtra,Cotton(lint),Kharif,Kharif,768100,424105,Groundnut,Summer,2400,3100,Wheat,Rabi,90522,224042
1638,Aman Khan,8590143320,male,Bandhan Bank,Maharashtra,DHULE,Ashtane B.O,424304,SAKSHAM GRAM CREDIT PRIVATE LIMITED,"De-Oiled Cake,Textile",Dhule%Maharashtra,Cotton(lint),Kharif,Kharif,258200,424304,Rice,Winter,276000,623000,Wheat,Rabi,90522,224042
1639,Richa Rani Agarwal,2141553404,female,CSB Bank,Punjab,GURDASPUR,Batala City SO,143505,SALMA TABASSUM,"Foundry Cluster,Jaggery",Gurdaspur%Punjab,Wheat,Rabi,Rabi,627000,143505,Rapeseed &Mustard,Rabi,2000,2100,Wheat,Rabi,90522,224042
1640,Ashish Tirkey,3283712659,male,City Union Bank,Maharashtra,DHULE,Ajang B.O,424301,Samaaru Finance Private Limited,"De-Oiled Cake,Textile",Dhule%Maharashtra,Cotton(lint),Kharif,Kharif,258200,424301,Rice,Winter,276000,623000,Wheat,Rabi,90522,224042
1641,Chandani Kumari,6936776149,female,DCB Bank,Jharkhand,RAMGARH,Dari BO,829109,Samavesh Finserve Pvt. Ltd.,Silver Jewllery,Ramgarh%Jharkhand,Rice,Rabi,Rabi,15516,829109,Rice,Summer,4005,14518,Rice,Kharif,2942,10041
1642,Sonika,2159448338,female,Dhanlaxmi Bank,Maharashtra,Ahmed Nagar,Hivargaon Pathar B.O,422622,SAMGRAH TECH PRIVATE LIMITED,"Cane Sugar,Dairy Products (Milk based products)",Ahmednagar%Maharashtra,Jowar,Rabi,Rabi,279800,422622,Bajra,Kharif,186000,107700,Sugarcane,Whole Year,122000,11761000
1643,Shveta Shukla,1002686028,female,Federal Bank,Maharashtra,Malegaon,Pimpalnare B.O,423111,Samhita Community Development Services,"Grapes/ Raisins,Paithani Sarees",Nashik%Maharashtra,Rice,Rabi,Rabi,15516,423111,Rice,Summer,4005,14518,Rice,Kharif,2942,10041
1644,Khushboo Singh,7960174380,female,HDFC Bank,Bihar,SAMASTIPUR,Bishanpur Bathua BO,848115,Samparna Business Correspondence Private Limited,"Bamboo Art,Turmeric",Samastipur%Bihar,Wheat,Rabi,Rabi,116642,848115,Other  Rabi pulses,Rabi,20,20,Wheat,Rabi,90522,224042
1645,Anil Kumar Prasad,6799252932,female,ICICI Bank,Punjab,PATHANKOT,Bhabber BO,145023,Sampurna Financial Services Limited,Litchi,Pathankot%Punjab,Wheat,Rabi,Rabi,115000,145023,Sugarcane,Whole Year,4000,253000,Wheat,Rabi,90522,224042
1646,Chandrakanta Parida,7046722742,female,IndusInd Bank,Jharkhand,RAMGARH,Jainagar BO,829118,SAMVRIDDHI INCLUSIVE GROWTH NETWORK,Silver Jewllery,Ramgarh%Jharkhand,Rice,Rabi,Rabi,15516,829118,Rice,Summer,4005,14518,Rice,Kharif,2942,10041
1647,Suchismita Padhan,9822617404,female,IDFC FIRST Bank,Odisha,NABARANGAPUR,Badatemra B.O,764076,SANJEEV SHARMA,Maize,Nabarangpur%Odisha,Rice,Rabi,Rabi,15516,764076,Rice,Summer,4005,14518,Rice,Kharif,2942,10041
1648,Rajita,2737802409,female,Karur Vysya Bank,Punjab,ROPAR,Ghanauli SO,140113,SANJIVANI VIKASFOUNDATION BIHAR,"Kinnow,Honey,Potato,Maize",Rupnagar%Punjab,Rice,Rabi,Rabi,15516,140113,Rice,Summer,4005,14518,Rice,Kharif,2942,10041
1649,Aarti Devi,7381377785,male,Kotak Mahindra Bank,Delhi,NORTH WEST DELHI,Rohini Sector 15 extension So,110089,Santosh Finlease Pvt. Ltd.,Clay products,North-West%Delhi,Maize,Rabi,Rabi,47347,110089,Moong(Green Gram),Rabi,90246,1527,Rice,Rabi,2942,10041
1650,Vijay Kumar Sharma,7195545323,female,IDBI Bank,Punjab,LUDHIANA,Basti Jodhewal SO,141007,Saral Technology Services Pvt Ltd,"Readymade Garments,Engineering Goods",Ludhiana%Punjab,Rice,Kharif,Kharif,1119000,141007,Peas & beans (Pulses),Rabi,3000,4500,Sugarcane,Whole Year,3000,258000
1651,Anuradha Dhiman,7806789604,male,RBL Bank,Haryana,AMBALA,Akbarpur B.O,134203,Sarala Development & Microfinance Pvt. Ltd,"Scientific Equipments,Precision Engineering Products",Ambala%Haryana,Maize,Rabi,Rabi,47347,134203,Moong(Green Gram),Rabi,90246,1527,Rice,Rabi,2942,10041
1652,Kajal Rana,1877066294,male,YES Bank,Delhi,NORTH DELHI,Bankner BO,110040,Saraswat Infotech Private Limited,Light engineering goods,North%Delhi,Maize,Rabi,Rabi,47347,110040,Moong(Green Gram),Rabi,90246,1527,Rice,Rabi,2942,10041
1653,Kanika Chanchal,3105592529,male,Bank of Baroda,Haryana,GURGAON,Badshahpur SO,122101,SARDAR EXIM,"Textile and Apparels,Enginerring Goods",Gurugram%Haryana,Maize,Rabi,Rabi,47347,122101,Moong(Green Gram),Rabi,90246,1527,Rice,Rabi,2942,10041
1654,Pooja Pal,9902849138,male,South Indian Bank,Telangana,ADILABAD,Arli Tarad B.O,504312,SARTHAK SEWA PRIVATE LIMITED,Cotton Bales,Adilabad%Telangana,Cotton(lint),Kharif,Kharif,573033,504312,Other  Rabi pulses,Rabi,12,4,Wheat,Rabi,90522,224042
1655,Aishwarya Sunil Kadam,9516178268,female,Bank of Maharashtra,Odisha,KALAHANDI,Bandhapari B.O,766020,Sarvagram Fincare Private Limited,Handicraft (Wood Carving),Kalahandi%Odisha,Rice,Winter,Winter,338000,766020,Sesamum,Winter,77,6.3,Wheat,Rabi,90522,224042
1656,Saroj Kumar Parida,3871416108,male,Canara Bank,Himachal Pradesh,SHIMLA,Anandpur BO,171219,Sarvagram Solutions Private Limited,Tourism,Shimla%Himachal Pradesh,Rice,Rabi,Rabi,15516,171219,Rice,Summer,4005,14518,Rice,Kharif,2942,10041
1657,Dipsha Nayak,6870833998,male,Central Bank of India,Punjab,AMRITSAR,Balbawa BO,143606,SARVODAYA INFOTECH PRIVATE LIMITED,"Embroidery,Tourism,Achar-Muraba",Amritsar%Punjab,Wheat,Rabi,Rabi,736000,143606,Sugarcane,Whole Year,4000,301000,Wheat,Rabi,90522,224042
1658,Rachita Panda,4946058907,male,South Indian Bank,Andhra Pradesh,PRAKASAM,Bhagavanrajupalem B.O,504346,Satin Finserv Limited,Granite (Black Galaxy),Prakasam%Andhra Pradesh,Rice,Whole Year,Whole Year,405915,504346,Rapeseed &Mustard,Rabi,10,6,Wheat,Rabi,90522,224042
1659,Dillip Kumar Sahoo,2517816594,male,Indian Overseas Bank,Punjab,PATIALA,D C W SO,147003,SATYA PRAKASH KUMAWAT,Embroidery Fabric-Phulkari,Patiala%Punjab,Wheat,Rabi,Rabi,1024000,147003,Barley,Rabi,1000,4100,Gram,Rabi,1000,1100
1660,Sanam Kumar Dash,8208261553,male,Punjab and Sind Bank,Jharkhand,Ramgarh,Bhuchungdih BO,829150,SAVE SOLUTIONS PRIVATE LIMITED,Silver Jewllery,Ramgarh%Jharkhand,Rice,Rabi,Rabi,15516,829150,Rice,Summer,4005,14518,Rice,Kharif,2942,10041
1661,Anasuya Pati,4347456529,female,Punjab National Bank,Punjab,HOSHIARPUR,Bhagowal BO,146113,SEC2PAY INDIA E-SERVICES PRIVATE LIMITED,"Tractor &  parts,Plywood Inlay Products",Hoshiarpur%Punjab,Wheat,Rabi,Rabi,540000,146113,Masoor,Rabi,1000,500,Wheat,Rabi,90522,224042
1662,Amrita Sahoo,7969397218,male,State Bank of India,Punjab,FIROZPUR,Bharana BO,152005,Secure 365,"Basmati (Rice),Chillies",Ferozepur%Punjab,Rice,Rabi,Rabi,15516,152005,Rice,Summer,4005,14518,Rice,Kharif,2942,10041
1663,Rajalaxmi Jena,5479948531,male,UCO Bank,Maharashtra,Malegaon,Angangaon B.O,423401,Share Microfin Limited,"Grapes/ Raisins,Paithani Sarees",Nashik%Maharashtra,Rice,Rabi,Rabi,15516,423401,Rice,Summer,4005,14518,Rice,Kharif,2942,10041
1664,Mohd. Zabir,3433144728,female,Union Bank of India,Jharkhand,BOKARO,Garri BO,829115,SHREE PADM ENTERPRISE PVT LTD,Woodcraft,Bokaro%Jharkhand,Maize,Rabi,Rabi,47347,829115,Moong(Green Gram),Rabi,90246,1527,Rice,Rabi,2942,10041
1665,Sweta Jena,7110340767,male,Axis Bank,Maharashtra,JALGAON,Bhaur B.O,424106,shree plan your journey pvt ltd,"Jalgaon Banana,Plastic PVC Pipes",Jalgaon%Maharashtra,Cotton(lint),Kharif,Kharif,768100,424106,Groundnut,Summer,2400,3100,Wheat,Rabi,90522,224042
1666,Bimal Kumar Patra,9365416164,male,Bandhan Bank,Maharashtra,DHULE,Akhade B.O,424305,SHREE VENKATESH ENTERPRISES,"De-Oiled Cake,Textile",Dhule%Maharashtra,Cotton(lint),Kharif,Kharif,258200,424305,Rice,Winter,276000,623000,Wheat,Rabi,90522,224042
1667,Ruchika,7202310737,male,CSB Bank,Punjab,JALANDHAR,Jalandhar Cantt HO,144005,Shri Ram Prasad Singh Social Foundation,"Sports Goods,Hand Tools,Honey,Leather",Jalandhar%Punjab,Rice,Kharif,Kharif,616000,144005,Wheat,Rabi,167000,685000,Wheat,Rabi,90522,224042
1668,Satyam Kant,7915860890,female,City Union Bank,Maharashtra,DHULE,Chaugaon B.O,424302,Shrinithi Capital Pvt. Ltd.,"De-Oiled Cake,Textile",Dhule%Maharashtra,Cotton(lint),Kharif,Kharif,258200,424302,Rice,Winter,276000,623000,Wheat,Rabi,90522,224042
1669,Gaurav Gautam,6938092981,male,DCB Bank,Punjab,GURDASPUR,Dehriwal BO,143518,Shrisha Financial Services Pvt Ltd,"Foundry Cluster,Jaggery",Gurdaspur%Punjab,Wheat,Rabi,Rabi,627000,143518,Rapeseed &Mustard,Rabi,2000,2100,Wheat,Rabi,90522,224042
1670,Alok Sharma,9654196288,male,Dhanlaxmi Bank,Bihar,SAMASTIPUR,Akhtiarpur Khajuri BO,848114,SIF Access Private Limited,"Bamboo Art,Turmeric",Samastipur%Bihar,Wheat,Rabi,Rabi,116642,848114,Other  Rabi pulses,Rabi,20,20,Wheat,Rabi,90522,224042
1671,Abdul Aabid Abdul Saghir,5423536645,female,Federal Bank,Maharashtra,Malegaon,Bhayale B.O,423117,Silver Touch technlogies Ltd,"Grapes/ Raisins,Paithani Sarees",Nashik%Maharashtra,Rice,Rabi,Rabi,15516,423117,Rice,Summer,4005,14518,Rice,Kharif,2942,10041
1672,Sonu Rai,9636822449,female,Kotak Mahindra Bank,Bihar,SARAN,Amnour Harnarain BO,841401,BLAZE TRUST,Tomato,Saran%Bihar,Wheat,Rabi,Rabi,170369,841401,Other  Rabi pulses,Rabi,31,31,Wheat,Rabi,90522,224042
1673,Sharanjeet Singh,6472223794,female,HDFC Bank,Odisha,RAYAGADA,Adajori B.O,765015,Simplified Financial Solutions Pvt Ltd,"Cotton,Tamarind",Rayagada%Odisha,Rice,Winter,Winter,161000,765015,Rice,Winter,276000,623000,Wheat,Rabi,90522,224042
1674,Yogesh Dhawan,9105860858,male,ICICI Bank,Punjab,PATHANKOT,Madhopur SO Gurdaspur,145024,SKULLCASE LIFESTYLE INDIA LLP,Litchi,Pathankot%Punjab,Wheat,Rabi,Rabi,115000,145024,Sugarcane,Whole Year,4000,253000,Wheat,Rabi,90522,224042
1675,Komal Sharad Dabhade,2326869461,female,IndusInd Bank,Jharkhand,RAMGARH,Hafua BO,829119,SM COMUNICATIONS,Silver Jewllery,Ramgarh%Jharkhand,Rice,Rabi,Rabi,15516,829119,Rice,Summer,4005,14518,Rice,Kharif,2942,10041
1676,Manish Singh Yadav,3480429172,male,IDFC FIRST Bank,Odisha,NABARANGAPUR,Anakabeda B.O,764077,Smart Chip Pvt. Ltd.,Maize,Nabarangpur%Odisha,Rice,Rabi,Rabi,15516,764077,Rice,Summer,4005,14518,Rice,Kharif,2942,10041
1677,Soumi Dutta,2946218269,female,Karur Vysya Bank,Punjab,ROPAR,Bharatgarh Canal Colony BO,140114,SOCIAL EDUCATION ECONOMICAL DEVELOP,"Kinnow,Honey,Potato,Maize",Rupnagar%Punjab,Rice,Rabi,Rabi,15516,140114,Rice,Summer,4005,14518,Rice,Kharif,2942,10041
1678,Amit Paul,3591953410,male,Kotak Mahindra Bank,Delhi,NORTH EAST DELHI,Badarpur Khadar BO,110090,SOFTECH EDUCATIONAL AND CHARITABALE TRUST,Bakery Products,North-East%Delhi,Maize,Rabi,Rabi,47347,110090,Moong(Green Gram),Rabi,90246,1527,Rice,Rabi,2942,10041
1679,Nirbhay Singh,9389074864,female,IDBI Bank,Punjab,LUDHIANA,Baggakhurd BO,141008,SOFTMINT DIGITAL SERVICES PRIVATE LIMITED,"Readymade Garments,Engineering Goods",Ludhiana%Punjab,Rice,Kharif,Kharif,1119000,141008,Peas & beans (Pulses),Rabi,3000,4500,Sugarcane,Whole Year,3000,258000
1680,Saket Nath Pandey,6346509013,female,RBL Bank,Haryana,AMBALA,Garhi Kotaha B.O,134204,Sollet Soft Solutions Pvt Ltd.,"Scientific Equipments,Precision Engineering Products",Ambala%Haryana,Maize,Rabi,Rabi,47347,134204,Moong(Green Gram),Rabi,90246,1527,Rice,Rabi,2942,10041
1681,Anamika Sarma,6532017855,male,YES Bank,Delhi,WEST DELHI,Bakkarwala B.O,110041,Sonata Finance Private Limited (SFPL),Furniture items,West%Delhi,Maize,Rabi,Rabi,47347,110041,Moong(Green Gram),Rabi,90246,1527,Rice,Rabi,2942,10041
1682,Deepshikha Devi,1777183796,female,Bank of Baroda,Haryana,GURGAON,Bhondsi SO,122102,SOUTH INDIA FINVEST PVT LTD,"Textile and Apparels,Enginerring Goods",Gurugram%Haryana,Maize,Rabi,Rabi,47347,122102,Moong(Green Gram),Rabi,90246,1527,Rice,Rabi,2942,10041
1683,Suniya Taye,6664361053,female,South Indian Bank,Telangana,ADILABAD,Ashepalli B.O,504313,Sparrow Softech Private Limited,Cotton Bales,Adilabad%Telangana,Cotton(lint),Kharif,Kharif,573033,504313,Other  Rabi pulses,Rabi,12,4,Wheat,Rabi,90522,224042
1684,Junmoni Lachon,7540826129,female,Bank of Maharashtra,Odisha,KALAHANDI,Baldiamal B.O,766023,Spay Technology Pvt Ltd,Handicraft (Wood Carving),Kalahandi%Odisha,Rice,Winter,Winter,338000,766023,Sesamum,Winter,77,6.3,Wheat,Rabi,90522,224042
1685,Deepa Rawat,2190321045,male,Canara Bank,Himachal Pradesh,SHIMLA,Bagain SO,171220,Spice Digital,Tourism,Shimla%Himachal Pradesh,Rice,Rabi,Rabi,15516,171220,Rice,Summer,4005,14518,Rice,Kharif,2942,10041
1686,Gagan Singh,9775696221,male,Central Bank of India,Punjab,JALANDHAR,Bazar Shahidan SO,144001,Spice Money Limited,"Sports Goods,Hand Tools,Honey,Leather",Jalandhar%Punjab,Rice,Kharif,Kharif,616000,144001,Wheat,Rabi,167000,685000,Wheat,Rabi,90522,224042
1687,Farah Latif Ansari,2539044609,female,South Indian Bank,Telangana,KARIM NAGAR,Collectorate Complex S.O,505001,SRINIVAS TRADERS,"Granites,Silverfiligree",Karimnager%Telangana,Rice,Rabi,Rabi,15516,505001,Rice,Summer,4005,14518,Rice,Kharif,2942,10041
