S.No,Name of BC,Contact Number,Gender,State,District ,Office Name,Pincode,Corporate BC name,ODOP product,CODE WORD OF PRODUCT LIST,CROP1 NAME,CROP1 SEASON,CROP1 PRODUCTION
1857,Amandeep Singh,6259343012,female,Odisha,RAYAGADA,Chinasari B.O,765022,Dhosa Chandeneswar Bratyajana Samity,"Cotton,Tamarind",Rayagada%Odisha,Rice,Winter,161000
1858,Hari Charan,4244880314,male,Odisha,BALANGIR,Agalpur S.O,767022,Digicard Services  Pvt Ltd,"Cotton,Onion",Bolangir%Odisha,Rice,Winter,438000
1859,Ashutosh Verma,8993995784,female,Jharkhand,RAMGARH,Souda Basti BO,829133,DIGIPAY CSP PRIVATE LIMITED,Silver Jewllery,Ramgarh%Jharkhand,Rice,Rabi,15516
1860,Durlab Kumbhakar,8343275580,male,Delhi,NORTH WEST DELHI,Ashok Vihar HO,110052,Digital India,Clay products,North-West%Delhi,Maize,Rabi,47347
1861,Upasana Rathore,5023924656,male,Punjab,ROPAR,Dhobeta BO,140124,DIGIVRIDDHI TECHNOLOGIES PRIVATE LIMITED,"Kinnow,Honey,Potato,Maize",Rupnagar%Punjab,Rice,Rabi,15516
1862,Praduman Singh,2487397554,female,Delhi,SOUTH WEST DELHI,Kapashera SO,110097,DIKSHU INDIA COMMUNICATIONS PVT LTD,Milk Based Product,South-West%Delhi,Maize,Rabi,47347
1863,Madhusudan Tripathi,2110778979,female,Punjab,LUDHIANA,Jugiana SO,141017,Disha India Microcredit,"Readymade Garments,Engineering Goods",Ludhiana%Punjab,Rice,Kharif,1119000
1864,Kamal Barman,6679747950,male,Haryana,YAMUNANAGAR,Amadalpur B.O,135101,Drishtee Development and Communication Ltd.,"Plywood,Metal Utensils",Yamunanagar%Haryana,Maize,Rabi,47347
1865,Beauty Majumdar,8532681711,female,Odisha,KALAHANDI,Artal B.O,766036,DRU Gold Private Limited,Handicraft (Wood Carving),Kalahandi%Odisha,Rice,Winter,338000
1866,Chandrakant Maruti Jadhav,6402905043,male,Bihar,EAST CHAMPARAN,Chandi Sthan BO,845419,DVARA KSHETRIYA GRAMIN FINANCIAL SERVICES PVT,"Seep Buttons,Shahi Litchi,Bags & Garments",East Champaran%Bihar,Wheat,Rabi,87581
1867,Bhushan Suresh Suryavanshi,4537015278,female,Jharkhand,EAST SINGHBHUM,Sonari SO East Singhbhum,831011,E-GRAMIN SERVICES PVT LTD,Paithkar Painting,Jamshedpur (East Singhbhum)%Jharkhand,Rice,Winter,820981
1868,Shabbir Chandu Mujawar,7646578446,male,Jharkhand,RAMGARH,Sayal SO,829125,Earth More Private Limited,Silver Jewllery,Ramgarh%Jharkhand,Rice,Rabi,15516
1869,Priyanshu Jain,9267874552,female,Bihar,WEST CHAMPARAN,Bastha BO,845306,Easy Homes Finance Limited,"Marcha Chura,Ready made Garments",West Champaran%Bihar,Sugarcane,Whole Year,9614539
1870,Mayank Lohiya,9923018620,female,Delhi,WEST DELHI,D. K. Mohan Garden S.O,110059,EASY PAY PVT  LTD.,Furniture items,West%Delhi,Maize,Rabi,47347
1871,Mukul Pal,2257810970,female,Punjab,ROPAR,Cholta Khurd BO,140301,Ecartes Technology Pvt.Ltd.,"Kinnow,Honey,Potato,Maize",Rupnagar%Punjab,Rice,Rabi,15516
1872,Biswajit Pramanik,7688988574,male,Jharkhand,WEST SINGHBHUM,Baikera BO,833104,EDUCATE SKILL AND WORK INDIA,Custard Apple,West Singhbhum(chaibassa)%Jharkhand,Rice,Rabi,15516
1873,Sushant Krushnat Kamble,8548750426,female,Punjab,LUDHIANA,Bhaini Baringa BO,141109,EKO INDIA FINANCIAL SERVICES PRIVATE LIMITED,"Readymade Garments,Engineering Goods",Ludhiana%Punjab,Rice,Kharif,1119000
1874,Swarnadeep Kundu,1481666022,female,Odisha,SONAPUR,Bankipali B.O,767023,eKOSH FINANCIAL SERVICES PVT LTD,Bomkai Sarees & Fabrics,Sonepur (Subarnapur)%Odisha,Rice,Rabi,15516
1875,Kalkoriya Dixit,3512910844,female,Jharkhand,Ramgarh,Arakanta BO,829134,EQUITY CAPITAL ADVISORS (INDIA) PRIVATE LIMITED,Silver Jewllery,Ramgarh%Jharkhand,Rice,Rabi,15516
1876,Shailashkumar J.Rajabhar,8174274897,male,Delhi,SHAHDARA,Bhajan Pura SO,110053,ESAF Swasraya Multi-State Agro co-operative Society,Readymade clothes/garments,Shahdara%Delhi,Maize,Rabi,47347
1877,Priti Naresh Kore,5410411694,female,Punjab,ROPAR,Ajauli BO,140125,EVER GREEN FORUM,"Kinnow,Honey,Potato,Maize",Rupnagar%Punjab,Rice,Rabi,15516
1878,Nishi Kumar Ranjan,8653096549,male,Delhi,NORTH WEST DELHI,ROHINI SECTOR 23 SO,110099,EVERGREEN DEVELOPMENT SOCIETY AND LIBRARY,Clay products,North-West%Delhi,Maize,Rabi,47347
1879,Promita Das,8514530044,male,Punjab,LUDHIANA,Dakha Mandi SO,141101,Evergreen Proserv,"Readymade Garments,Engineering Goods",Ludhiana%Punjab,Rice,Kharif,1119000
1880,Dharmender Singh,3608886028,female,Haryana,YAMUNANAGAR,Basatianwala B.O,135102,Exclusive Leasing and Finance Pvt.Ltd.,"Plywood,Metal Utensils",Yamunanagar%Haryana,Maize,Rabi,47347
1881,Pallavi Shivpuriya,7126891378,male,Odisha,KALAHANDI,Badchhatrang B.O,766037,FAB N MORE,Handicraft (Wood Carving),Kalahandi%Odisha,Rice,Winter,338000
1882,Sudhanshu Badodiya,6140976162,female,Bihar,MADHUBANI,Lohna BO,847424,FABLE O ENTERPRISES,"Madhubhani Painting,Sikki Painting,Makhana",Madhubani%Bihar,Rice,Winter,188450
1883,Pallabi Shome,3388978109,male,Punjab,ROPAR,Allahpur BO,140103,FAIRLANDS TECHNOLOGY SERVICES PRIVATE LIMITED,"Kinnow,Honey,Potato,Maize",Rupnagar%Punjab,Rice,Rabi,15516
1884,Payal Gupta,2105634332,female,Jharkhand,RANCHI,Hindgir BO,829209,FENEXA TECHNOLOGY PRIVATE LIMITED,Ready Made Garments,Ranchi%Jharkhand,Rice,Rabi,15516
1885,Dibya Chowdhury,5480162736,female,Bihar,EAST CHAMPARAN,Bazitpur BO,845420,FIA Technology Services Pvt. Ltd,"Seep Buttons,Shahi Litchi,Bags & Garments",East Champaran%Bihar,Wheat,Rabi,87581
1886,Altamash Mushtaqueali Sayyed,5673847698,male,Jharkhand,EAST SINGHBHUM,Azadnagar SO,831012,Financial Software and Systems Pvt Ltd,Paithkar Painting,Jamshedpur (East Singhbhum)%Jharkhand,Rice,Winter,820981
1887,Ravianand Shivnath Jaiswar,2761476290,male,Jharkhand,RAMGARH,Sounda C SO,829126,FINMAP Solutions Private Limited,Silver Jewllery,Ramgarh%Jharkhand,Rice,Rabi,15516
1888,Lija Pradhan,6780072883,male,Bihar,WEST CHAMPARAN,Baishakhawa BO,845307,Finnable Technologies Pvt. Ltd. & Finnable Credit Pvt. Ltd.,"Marcha Chura,Ready made Garments",West Champaran%Bihar,Sugarcane,Whole Year,9614539
1889,Rahul Kumar Shaw,4286444284,female,Delhi,CENTRAL DELHI,Rajender Nagar SO,110060,FINO Payment Bank,Delhi-6 Products including Tourism,Central%Delhi,Maize,Rabi,47347
1890,Sushant Sunil Jadhav,4528049935,female,Punjab,MOHALI,Dharamgarh BO,140306,Finserin Online Services Private Limited,"Engineering Goods,Sculptures,Pharmaceuticals/ Medical Equipment",Sahibzada Ajit Singh Nagar/ Mohali%Punjab,Rice,Rabi,15516
1891,Anisha Ravindra Kesarkar,6240984292,male,Jharkhand,WEST SINGHBHUM,Asantalia BO,833105,Finsigma Inclusive Services Pvt Ltd,Custard Apple,West Singhbhum(chaibassa)%Jharkhand,Rice,Rabi,15516
1892,Sumit Kumar Suman,3932483850,female,Punjab,LUDHIANA,Bassian Bet BO,141110,FOUR LEAF CLOVER AGRO PRIVATE LIMITED,"Readymade Garments,Engineering Goods",Ludhiana%Punjab,Rice,Kharif,1119000
1893,Varsha Sachin Thanekar,1230286914,female,Jharkhand,EAST SINGHBHUM,Bangurda BO,832105,Fourth Dimension Solutions Limited,Paithkar Painting,Jamshedpur (East Singhbhum)%Jharkhand,Rice,Winter,820981
1894,Darshana Kiran Suryarao,4678533329,female,Delhi,SOUTH WEST DELHI,Dhansa S.O,110073,G U FINANCIAL SERVICES PRIVATE LIMITED,Milk Based Product,South-West%Delhi,Maize,Rabi,47347
1895,Pooja Pallavi,4385498713,male,Punjab,MOHALI,Dappar Ad SO,140506,GANPATI FINANCIAL SERVICES,"Engineering Goods,Sculptures,Pharmaceuticals/ Medical Equipment",Sahibzada Ajit Singh Nagar/ Mohali%Punjab,Rice,Rabi,15516
1896,Govind Sharma,2663465220,female,Jharkhand,SERAIKELAKHARSAWAN,Pathermara BO,833219,Genesis Academy of Banking and Finance Education Trust,Kharsawan Silk,Saraikela- Kharsawan%Jharkhand,Rice,Rabi,15516
1897,Rekha Ashokbhai Shukhvani,7493565366,female,Punjab,LUDHIANA,Kakrala Kalan SO,141125,GEOSANSAR ADIVSORS PRIVATE LIMITED,"Readymade Garments,Engineering Goods",Ludhiana%Punjab,Rice,Kharif,1119000
1898,Gautam Pal,7663954072,male,Haryana,YAMUNANAGAR,Balachaur B.O,135103,GIONEX TECHNOLOGIES PRIVATE LIMITED,"Plywood,Metal Utensils",Yamunanagar%Haryana,Maize,Rabi,47347
1899,Sriparna Sengupta,1181989998,male,Odisha,KALAHANDI,Bagpur B.O,766100,Global Vikas Trust,Handicraft (Wood Carving),Kalahandi%Odisha,Rice,Winter,338000
1900,Aditya Ramesh Redekar,9027765783,male,Bihar,DARBHANGA,Bathia BO,847423,Go Processing Limited,"Makhana,Madhubhani Paintings,Terracotta",Darbhanga%Bihar,Wheat,Rabi,89175
1901,Krishna Sharma,1448172263,female,Punjab,ROPAR,Ballamgarh BO,140108,GODDARD technical solutions,"Kinnow,Honey,Potato,Maize",Rupnagar%Punjab,Rice,Rabi,15516
1902,Sunil Parihar,1958659949,male,Jharkhand,RANCHI,Dakra Colliery SO,829210,GOPALGANJ PIONEER WELFARE SOCIETY,Ready Made Garments,Ranchi%Jharkhand,Rice,Rabi,15516
1903,Sonali Singh,6561027949,male,Bihar,EAST CHAMPARAN,Balua BO,845422,Gram Tarang Inclusive Development Services Pvt Ltd.,"Seep Buttons,Shahi Litchi,Bags & Garments",East Champaran%Bihar,Wheat,Rabi,87581
1904,Sadanand Rajkumar Karmude,8822182734,male,Jharkhand,SERAIKELAKHARSAWAN,Adityapur SO,831013,Grameen Development & Finance Pvt. Ltd,Kharsawan Silk,Saraikela- Kharsawan%Jharkhand,Rice,Rabi,15516
1905,Vishakha,5128165575,male,Maharashtra,Ahmed Nagar,Bramhangaon B.O,423601,GRAMEEN SHAKTI MICROFINANCE SERVICES PVT. LTD.,"Cane Sugar,Dairy Products (Milk based products)",Ahmednagar%Maharashtra,Jowar,Rabi,279800
1906,Charanjeet Kaur,7973155177,male,Bihar,EAST CHAMPARAN,Bagaha Champaran BO,845315,Green Malabar Finance Ventures Limited,"Seep Buttons,Shahi Litchi,Bags & Garments",East Champaran%Bihar,Wheat,Rabi,87581
1907,Deenbandhu Negi,6299782323,female,Delhi,SOUTH WEST DELHI,Bijwasan SO,110061,GRG ATM PVT LTD,Milk Based Product,South-West%Delhi,Maize,Rabi,47347
1908,Deepak Singh Shishodia,8351212416,male,Punjab,MOHALI,Bhago Majra BO,140307,Gujarat Infotech Limited,"Engineering Goods,Sculptures,Pharmaceuticals/ Medical Equipment",Sahibzada Ajit Singh Nagar/ Mohali%Punjab,Rice,Rabi,15516
1909,Asif Yusuf Khan,4776114953,male,Jharkhand,WEST SINGHBHUM,Chiria SO,833106,HARISH PALIWAL,Custard Apple,West Singhbhum(chaibassa)%Jharkhand,Rice,Rabi,15516
1910,Aniket Laxman Temgire,7000773689,male,Punjab,LUDHIANA,Bhagpura BO,141112,Hermes I Tickets Pvt Ltd,"Readymade Garments,Engineering Goods",Ludhiana%Punjab,Rice,Kharif,1119000
1911,Amit Sharma,2624091061,male,Jharkhand,EAST SINGHBHUM,Matigora BO,832106,Humana Financial Services Private Limited,Paithkar Painting,Jamshedpur (East Singhbhum)%Jharkhand,Rice,Winter,820981
1912,Vibhakar Pandey,1160623481,female,Delhi,SOUTH DELHI,BHATI VILLAGE BO,110074,I Money Wallet Private Limited,"Tourism (Medical & Religious),Hospitality Services",South%Delhi,Maize,Rabi,47347
1913,Akash Deep Tyagi,1363499048,male,Punjab,MOHALI,Baroli BO,140507,ICICI Merchant Services Pvt Ltd.,"Engineering Goods,Sculptures,Pharmaceuticals/ Medical Equipment",Sahibzada Ajit Singh Nagar/ Mohali%Punjab,Rice,Rabi,15516
1914,Jakir,7264737629,male,Jharkhand,SERAIKELAKHARSAWAN,Burudih BO,833220,IDFC FIRST Bharat Limited,Kharsawan Silk,Saraikela- Kharsawan%Jharkhand,Rice,Rabi,15516
1915,Vikram,8499414376,female,Punjab,LUDHIANA,Junewal BO,141126,IFMR Rural Channels and Services Pvt Ltd,"Readymade Garments,Engineering Goods",Ludhiana%Punjab,Rice,Kharif,1119000
1916,Raj Narayan Singhal,6021681196,female,Haryana,YAMUNANAGAR,Bhudkalan S.O,135106,INDE PAY NETWORKS PVT LTD,"Plywood,Metal Utensils",Yamunanagar%Haryana,Maize,Rabi,47347
1917,Rohan Chavagonda Patil,5754054725,male,Odisha,KALAHANDI,Bhimkela B.O,766101,INDER MONEY SERVICES PRIVATE LIMITED,Handicraft (Wood Carving),Kalahandi%Odisha,Rice,Winter,338000
1918,Chandanidevi Ramprasad Prajapati,1947996520,female,Bihar,DARBHANGA,Baghant BO,847422,India Post Payments Bank,"Makhana,Madhubhani Paintings,Terracotta",Darbhanga%Bihar,Wheat,Rabi,89175
1919,Kanak Sharma,7132597673,male,Punjab,MOHALI,Khizrabad West SO,140109,Indian Rural Area Implementation Services Private Limited,"Engineering Goods,Sculptures,Pharmaceuticals/ Medical Equipment",Sahibzada Ajit Singh Nagar/ Mohali%Punjab,Rice,Rabi,15516
1920,Mandeep Kaur Saini,7082549662,male,Jharkhand,BOKARO,Arajoo BO,829301,Individual BC,Woodcraft,Bokaro%Jharkhand,Maize,Rabi,47347
1921,Ashutosh Raj,7151857867,female,Bihar,EAST CHAMPARAN,Belwa Madho BO,845423,INITIATIVES FOR DEVELOPMENT FOUNDAT,"Seep Buttons,Shahi Litchi,Bags & Garments",East Champaran%Bihar,Wheat,Rabi,87581
1922,Nitesh Shyamnarayan Sharma,5113207020,male,Jharkhand,SERAIKELAKHARSAWAN,NIT SO,831014,InstantGlobalPaytechPrivateLimited,Kharsawan Silk,Saraikela- Kharsawan%Jharkhand,Rice,Rabi,15516
1923,Kiran Suresh Ghodke,8883359816,male,Maharashtra,Ahmed Nagar,Kolgaon Thadi B.O,423602,INTERACT SOCIAL DEVELOPMENT FOUNDATION,"Cane Sugar,Dairy Products (Milk based products)",Ahmednagar%Maharashtra,Jowar,Rabi,279800
1924,Suraj Mevalal Prajapati,5226540887,female,Bihar,EAST CHAMPARAN,Ajgarhimath BO,845401,IPS E-Services Pvt Ltd,"Seep Buttons,Shahi Litchi,Bags & Garments",East Champaran%Bihar,Wheat,Rabi,87581
1925,Sanket Ramnath Katare,1766151552,male,Delhi,SOUTH DELHI,Dakshinpuri PhaseI SO,110062,IRIX Technology Pvt Ltd,"Tourism (Medical & Religious),Hospitality Services",South%Delhi,Maize,Rabi,47347
1926,Chandan Kumar Shaw,2021068109,male,Punjab,MOHALI,Kumbra BO,140308,iServeU,"Engineering Goods,Sculptures,Pharmaceuticals/ Medical Equipment",Sahibzada Ajit Singh Nagar/ Mohali%Punjab,Rice,Rabi,15516
1927,Susanta Kumar Sahoo,9587516323,female,Jharkhand,WEST SINGHBHUM,Bari Bazar SO,833201,ISERVEU TECHNOLOGY PVT LTD,Custard Apple,West Singhbhum(chaibassa)%Jharkhand,Rice,Rabi,15516
1928,Dona Soosan Siby,7374281691,female,Punjab,LUDHIANA,Chhandran BO,141113,Issac Technologies Pvt Ltd,"Readymade Garments,Engineering Goods",Ludhiana%Punjab,Rice,Kharif,1119000
1929,Rani Kumari,6809733795,male,Jharkhand,EAST SINGHBHUM,Gitilata BO,832107,JAGARAN MICROFIN PRIVATE LIMITED,Paithkar Painting,Jamshedpur (East Singhbhum)%Jharkhand,Rice,Winter,820981
1930,Sangeeta Km,6534188136,female,Delhi,SOUTH WEST DELHI,Amberhai B.O,110075,JAKKUR TECHNOPARKS PRIVATE LIMITED,Milk Based Product,South-West%Delhi,Maize,Rabi,47347
1931,Yogesh Sharma,1537087029,female,Punjab,PATIALA,Banur SO,140601,JANAKALYAN FINANCIAL SERVICES PRIVATE LIMITED,Embroidery Fabric-Phulkari,Patiala%Punjab,Wheat,Rabi,1024000
1932,Saddam Khan,3959640601,male,Jharkhand,WEST SINGHBHUM,Baraiburu BO,833221,Janmadhaym,Custard Apple,West Singhbhum(chaibassa)%Jharkhand,Rice,Rabi,15516
1933,Tania Roy,2894138418,male,Punjab,LUDHIANA,Borra BO,141127,JARVI AUTO LINK,"Readymade Garments,Engineering Goods",Ludhiana%Punjab,Rice,Kharif,1119000
1934,Ganesh Kacharu Chandane,2210853056,male,Haryana,YAMUNANAGAR,Alhar B.O,135133,JC Ventures,"Plywood,Metal Utensils",Yamunanagar%Haryana,Maize,Rabi,47347
1935,Rohit Tyagi,4110415983,female,Jharkhand,RANCHI,Bara Ghaghra BO,834010,Joshi Biztech,Ready Made Garments,Ranchi%Jharkhand,Rice,Rabi,15516
1936,Daljeet Kaur,3610256141,male,Punjab,LUDHIANA,Allona Pallah BO,141414,JOTHI CREDITS AND FINANCIAL SERVICES PRIVATE LIMITED,"Readymade Garments,Engineering Goods",Ludhiana%Punjab,Rice,Kharif,1119000
1937,Shivani Gupta,2087675270,male,Punjab,MOHALI,Baraudi BO,140110,K H T AGENCIES PVT LTD,"Engineering Goods,Sculptures,Pharmaceuticals/ Medical Equipment",Sahibzada Ajit Singh Nagar/ Mohali%Punjab,Rice,Rabi,15516
1938,Leena Harish Choudhary,2213574895,male,Jharkhand,EAST SINGHBHUM,Bistupur Bazar SO,831001,Kaabil Finance pvt. ltd,Paithkar Painting,Jamshedpur (East Singhbhum)%Jharkhand,Rice,Winter,820981
1939,Ganesh Tanaji Gurav,6437027230,female,Bihar,EAST CHAMPARAN,Bairiya BO,845424,Kaleidofin Private Limited,"Seep Buttons,Shahi Litchi,Bags & Garments",East Champaran%Bihar,Wheat,Rabi,87581
1940,Kamalpreet Singh,3126385801,female,Jharkhand,EAST SINGHBHUM,Gobindpur Housing Colony SO,831015,Kalyan Rural Empowerment Development,Paithkar Painting,Jamshedpur (East Singhbhum)%Jharkhand,Rice,Winter,820981
1941,Heena,4434811059,male,Maharashtra,Ahmed Nagar,Dahigaon Bolka B.O,423603,KAMAL Fincap Private Limited,"Cane Sugar,Dairy Products (Milk based products)",Ahmednagar%Maharashtra,Jowar,Rabi,279800
1942,Yajan Sharma,8584460896,male,Bihar,WEST CHAMPARAN,Balua Thori Bazar BO,845404,KANHA INFOTECH AND INFRASTRUCTURE,"Marcha Chura,Ready made Garments",West Champaran%Bihar,Sugarcane,Whole Year,9614539
1943,Pranav Jain,3735616364,male,Delhi,WEST DELHI,Jawala Heri B.O,110063,KAPOOR DIESELS GARAGE PRIVATE LIMITED,Furniture items,West%Delhi,Maize,Rabi,47347
1944,Amit Pondnhi,9611628602,female,Punjab,PATIALA,IFP Rajpura SO,140401,KEY TECHNOLOGIES,Embroidery Fabric-Phulkari,Patiala%Punjab,Wheat,Rabi,1024000
1945,Aakib Kazi,7570277782,male,Jharkhand,WEST SINGHBHUM,Asura BO,833202,KIARA MICROCREDIT PRIVATE LIMITED,Custard Apple,West Singhbhum(chaibassa)%Jharkhand,Rice,Rabi,15516
1946,Stephen Selvaraj Chetty,9496058579,male,Punjab,LUDHIANA,Bhagwanpura BO,141114,KOTTAKOTA BUSINESS DEVELOPMENT PRIVATE LIMITED,"Readymade Garments,Engineering Goods",Ludhiana%Punjab,Rice,Kharif,1119000
1947,Rutul Ashokkumar Kanabar,3220905681,male,Jharkhand,SERAIKELAKHARSAWAN,Baramari BO,832108,KT Telematic Solutions Pvt Ltd,Kharsawan Silk,Saraikela- Kharsawan%Jharkhand,Rice,Rabi,15516
1948,Ashi Singh,2096576830,female,Delhi,SOUTH DELHI,Ali BO,110076,Lahanti Last Mile Services Pvt. Ltd,"Tourism (Medical & Religious),Hospitality Services",South%Delhi,Maize,Rabi,47347
1949,Rohit Soam,9130702360,male,Punjab,PATIALA,Bhagrana BO,140602,LALIT MOHAN SINGH,Embroidery Fabric-Phulkari,Patiala%Punjab,Wheat,Rabi,1024000
1950,Gaurav Mehra,1071946063,female,Jharkhand,WEST SINGHBHUM,Kiriburu Base Camp SO,833222,Laxmi India Finleasecap Private Limited,Custard Apple,West Singhbhum(chaibassa)%Jharkhand,Rice,Rabi,15516
1951,Amjad Khan,1379990141,male,Punjab,LUDHIANA,Kila Raipur SO,141201,Laxmi Samudayik Sahyog Samiti Rajgarh,"Readymade Garments,Engineering Goods",Ludhiana%Punjab,Rice,Kharif,1119000
1952,Shailesh Nautiyal,2327940375,male,Haryana,KURUKSHETRA,Chandlana B.O,136020,LendingKart Finance Limited,"Agri - Implements,Tourism",Kurukshetra%Haryana,Maize,Rabi,47347
1953,Shivani Soni,2966591606,female,Jharkhand,RANCHI,Krishnapuri S O,834011,Loanzen Finance Private Limited,Ready Made Garments,Ranchi%Jharkhand,Rice,Rabi,15516
1954,Praveen Kumar Gupta,5913299784,male,Punjab,LUDHIANA,Bharthala Randhawa BO,141415,LOVISH SETHI,"Readymade Garments,Engineering Goods",Ludhiana%Punjab,Rice,Kharif,1119000
1955,Amit Chakravarti,5119239846,male,Bihar,EAST CHAMPARAN,Bharwalia BO,845425,LUPIN HUMAN WELFARE AND RESEARCH FOUNDATION FI,"Seep Buttons,Shahi Litchi,Bags & Garments",East Champaran%Bihar,Wheat,Rabi,87581
1956,Abhijeet Ojha,4758260968,male,Jharkhand,EAST SINGHBHUM,Rahargora SO,831016,M POWER MICROFINANCE Private Limited,Paithkar Painting,Jamshedpur (East Singhbhum)%Jharkhand,Rice,Winter,820981
1957,Tanver Kaur,5927087341,female,Maharashtra,Ahmed Nagar,Chasnali S.O,423604,M S BALAJI TOLLS,"Cane Sugar,Dairy Products (Milk based products)",Ahmednagar%Maharashtra,Jowar,Rabi,279800
1958,Pushkar Rajendra Jadhav,5155733293,female,Bihar,EAST CHAMPARAN,Bhurkurwa BO,845406,M/s Desiderata Impact Ventures Pvt Ltd (Brand Name - Progcap),"Seep Buttons,Shahi Litchi,Bags & Garments",East Champaran%Bihar,Wheat,Rabi,87581
1959,Shabia Zehra,1996917547,male,Delhi,WEST DELHI,Hari Nagar BE Block S.O,110064,M/S INTEGRA MICRO SYSTEMS PVT LTD,Furniture items,West%Delhi,Maize,Rabi,47347
1960,Manan Rajnikant Sutaria,9963397478,female,Punjab,PATIALA,Basantpura BO,140402,M/S New Street Technologies Private Limited,Embroidery Fabric-Phulkari,Patiala%Punjab,Wheat,Rabi,1024000
1961,Uttam Agrawal,3998429207,female,Jharkhand,WEST SINGHBHUM,Jagannathpur SO,833203,M/s Senrysa Technologies Pvt. Ltd.,Custard Apple,West Singhbhum(chaibassa)%Jharkhand,Rice,Rabi,15516
1962,Soumyaranjan Nayak,1436575121,female,Punjab,LUDHIANA,Hambowal BO,141115,M/s Shiksha Financial Services India Private Limited,"Readymade Garments,Engineering Goods",Ludhiana%Punjab,Rice,Kharif,1119000
1963,Papin Kumar Majhi,5773149747,male,Jharkhand,SERAIKELAKHARSAWAN,Adityapur Industrial Area SO,832109,M/s Tekplay Systems Limited,Kharsawan Silk,Saraikela- Kharsawan%Jharkhand,Rice,Rabi,15516
1964,Subham Kumari,4533716418,male,Delhi,SOUTH WEST DELHI,Bagdola B.O,110077,M/s United Petro Finance Limited (Brand Name - Kapitaltech),Milk Based Product,South-West%Delhi,Maize,Rabi,47347
1965,Silky Sonali,4795425115,female,Punjab,MOHALI,Chhatt BO,140603,M/s. ATOM Technologies Limited,"Engineering Goods,Sculptures,Pharmaceuticals/ Medical Equipment",Sahibzada Ajit Singh Nagar/ Mohali%Punjab,Rice,Rabi,15516
1966,Punam Kumari,2785656179,male,Jharkhand,WEST SINGHBHUM,Meghahatuburu SO,833223,M/s. Sarna Infocom Pvt. Ltd,Custard Apple,West Singhbhum(chaibassa)%Jharkhand,Rice,Rabi,15516
1967,Vishnu,6381715291,male,Punjab,LUDHIANA,Ballowal BO,141202,M2P Solutions Private Limited,"Readymade Garments,Engineering Goods",Ludhiana%Punjab,Rice,Kharif,1119000
1968,Hemant Singh,2622341812,male,Haryana,KAITHAL,Ahun B.O,136021,MAANYASRI FIN SERVE PRIVATE LIMITED,"Food Processing ( Rice Mill & Dairy Products ),Metal Products",Kaithal%Haryana,Maize,Rabi,47347
1969,Himanshu Agrawal,2643173810,female,Jharkhand,RANCHI,Buti BO,834012,MAGALIR FINSERV PRIVATE LIMITED,Ready Made Garments,Ranchi%Jharkhand,Rice,Rabi,15516
1970,Mohd Junaid Siddiqui,7466510705,male,Punjab,LUDHIANA,Barmalipur BO,141416,Magnot Consultancy Services Private Limited,"Readymade Garments,Engineering Goods",Ludhiana%Punjab,Rice,Kharif,1119000
1971,Priyanka Rathore,8198541636,female,Bihar,DARBHANGA,Bans Ghat BO,845426,Mahamritunjay Trade & Technologies Pvt. Ltd.,"Makhana,Madhubhani Paintings,Terracotta",Darbhanga%Bihar,Wheat,Rabi,89175
1972,Bhatt Divya Rajkumar,5291660027,female,Jharkhand,EAST SINGHBHUM,Baridih Colony SO,831017,MAHIMA AND CO,Paithkar Painting,Jamshedpur (East Singhbhum)%Jharkhand,Rice,Winter,820981
1973,Kajol Pal,3838696066,female,Maharashtra,Ahmed Nagar,Jawalke B.O,423605,MALLARPUR NAISUVA,"Cane Sugar,Dairy Products (Milk based products)",Ahmednagar%Maharashtra,Jowar,Rabi,279800
1974,Vala Ankitaben Karansinh,4577597658,male,Bihar,EAST CHAMPARAN,Areraj SO,845411,MANAPPURAM FINANCE LIMITED,"Seep Buttons,Shahi Litchi,Bags & Garments",East Champaran%Bihar,Wheat,Rabi,87581
1975,Bhaliya Kartik Kanjibhai,5213513023,female,Delhi,SOUTH DELHI,East Of Kailash PhaseI SO,110065,MANIPAL BUSINESS SOLUTIONS PVT LTD,"Tourism (Medical & Religious),Hospitality Services",South%Delhi,Maize,Rabi,47347
1976,Chauhan Umangkumar Ashokbhai,9184165528,female,Punjab,FATEHGARH SAHIB,Badochikalan BO,140405,Manipal Technologies Limited,"Forged Items,Machine parts/ Rolling Mill
Machinery",Fatehgarh Sahib%Punjab,Rice,Kharif,374000
1977,Surbhi Solanki,1851349301,male,Jharkhand,WEST SINGHBHUM,Bagabilla BO,833204,Manoj Kumar,Custard Apple,West Singhbhum(chaibassa)%Jharkhand,Rice,Rabi,15516
1978,Megha Bharti,4736724091,male,Punjab,LUDHIANA,Alamgir BO,141116,Mapra Advisors,"Readymade Garments,Engineering Goods",Ludhiana%Punjab,Rice,Kharif,1119000
1979,Sartaj Diwakar,8129914257,female,Jharkhand,EAST SINGHBHUM,Narwa Mines  SO,832111,Margdarshak Financial Services Limited,Paithkar Painting,Jamshedpur (East Singhbhum)%Jharkhand,Rice,Winter,820981
